sample_index,controller_time,wind_enabled,x,y,z,roll,pitch,yaw,target_x,target_y,target_z,target_yaw,error_x_world,error_y_world,error_z,error_forward,error_left,yaw_error,vx_setpoint,vy_setpoint,vz_setpoint,yaw_rate_setpoint
41,1777301444.3625605,0,0.3235626506419284,0.34035679822979564,1.6794707852238127,-0.022078303141418513,-0.019046316649104732,-0.02944324939891481,0.0,0.0,2.0,0.0,-0.3235626506419284,-0.34035679822979564,0.32052921477618734,-0.3134026494926051,-0.3497346398095043,0.0,-0.10969092732241177,-0.1224071239333265,0.20834398960452177,0.0
42,1777301444.4936206,0,0.30450376986311734,0.31235288647194515,1.6854728998632056,0.009100322826434309,-0.02898865949432381,-0.03103598422766237,0.0,0.0,2.0,0.0,-0.30450376986311734,-0.31235288647194515,0.3145271001367944,-0.2946645046568345,-0.3216515214382617,0.031035984227662374,-0.10313257662989207,-0.11257803250339159,0.20444261508891637,0.031035984227662374
43,1777301444.575727,0,0.2903425227233374,0.2917785908083994,1.6900299464997595,-0.016874963603092662,-0.00407350016032631,-0.033168936730443646,0.0,0.0,2.0,0.0,-0.2903425227233374,-0.2917785908083994,0.30997005350024054,-0.2805066119544768,-0.3012466882893614,0.033168936730443646,-0.09817731418406687,-0.10543634090127649,0.20148053477515634,0.033168936730443646
44,1777301444.6680267,0,0.2760355698881113,0.2702418987380469,1.6959647370127997,-0.009838339193909798,-0.020753075983105714,-0.03209002478472001,0.0,0.0,2.0,0.0,-0.2760355698881113,-0.2702418987380469,0.3040352629872003,-0.2672228746197834,-0.2789592352960172,0.03209002478472001,-0.09352800611692418,-0.09763573235360601,0.19762292094168019,0.03209002478472001
45,1777301444.7586806,0,0.2627644192955146,0.2503370986259913,1.700110924718653,-0.013927634821708404,-0.006462807809830251,-0.03547473050998127,1.0,1.0,3.0,-1.5,0.7372355807044855,0.7496629013740087,1.299889075281347,0.7101832280620566,0.7753389902052736,-1.4645252694900188,0.2485641298217198,0.27136864657184573,0.6,-1.2
46,1777301444.8593178,0,0.25128822931179096,0.23278904524694036,1.7047826830867634,-0.017414983736884295,-0.0038634864303745023,-0.05020551790023145,1.0,1.0,3.0,-1.5,0.748711770688209,0.7672109547530597,1.2952173169132366,0.7092663257712396,0.8038179170602883,-1.4497944820997686,0.24824321401993385,0.28133627097110087,0.6,-1.2
47,1777301444.9593902,0,0.24383124339677179,0.2199060919162054,1.7145342127219019,-0.03361501738325014,0.015798835809311754,-0.13505646346703337,1.0,1.0,3.0,-1.5,0.7561687566032282,0.7800939080837946,1.2854657872780981,0.6442461523073539,0.8748054578759155,-1.3649435365329667,0.22548615330757385,0.3061819102565704,0.6,-1.2
48,1777301445.059332,0,0.24025166803736858,0.21093492508501402,1.733997504246197,-0.04954384462135775,0.04375965708892854,-0.22299476723682876,1.0,1.0,3.0,-1.5,0.7597483319626315,0.789065074914986,1.266002495753803,0.5664338954573552,0.9375467254743091,-1.2770052327631713,0.1982518634100743,0.3281413539160081,0.6,-1.2
49,1777301445.1607873,0,0.24266096989857405,0.20815235401952983,1.7618784444478335,-0.057158706234910046,0.04813853985355046,-0.3094206964380466,1.0,1.0,3.0,-1.5,0.757339030101426,0.7918476459804702,1.2381215555521665,0.4802500312163046,0.9848578620676789,-1.1905793035619534,0.1680875109257066,0.34470025172368757,0.6,-1.1905793035619534
50,1777301445.2709029,0,0.251501793493944,0.22246816512238407,1.787533536086188,-0.035748792911488685,0.0716618321185574,-0.3889711717098524,1.0,1.0,3.0,-1.5,0.7484982065060559,0.7775318348776159,1.212466463913812,0.39771661836787503,1.0033079342180828,-1.1110288282901477,0.13920081642875626,0.351157776976329,0.6,-1.1110288282901477
51,1777301445.3597074,0,0.2707014886577034,0.22540862307145668,1.8309876879258573,-0.04846470026789612,0.08347690426686151,-0.4680136154730443,1.0,1.0,3.0,-1.5,0.7292985113422966,0.7745913769285433,1.1690123120741427,0.3014449028117704,1.0202936295140477,-1.0319863845269557,0.10550571598411963,0.35710277032991666,0.6,-1.0319863845269557
52,1777301445.4599721,0,0.2935913990572513,0.24005822574925725,1.8728743636845557,-0.044025697955677914,0.06985485502886882,-0.560731722703585,1.0,1.0,3.0,-1.5,0.7064086009427487,0.7599417742507427,1.1271256363154443,0.19409196590082306,1.0192413455654221,-0.9392682772964149,0.06793218806528807,0.35673447094789773,0.6,-0.9392682772964149
53,1777301445.5597215,0,0.32226727354371315,0.2587333052080079,1.919108580974244,-0.041133955066810654,0.0901052198654609,-0.633486102300059,1.0,1.0,3.0,-1.5,0.6777327264562869,0.7412666947919921,1.080891419025756,0.10743264223497578,0.9986271519942408,-0.866513897699941,0.03760142478224152,0.34951950319798425,0.6,-0.866513897699941
54,1777301445.6600935,0,0.35676737097244465,0.28278880266427414,1.9648629988389106,-0.04539383147028285,0.06399261805661441,-0.715578168858742,1.0,1.0,3.0,-1.5,0.6432326290275554,0.7172111973357258,1.0351370011610894,0.0,0.9632846338373335,-0.784421831141258,0.0,0.33714962184306674,0.6,-0.784421831141258
55,1777301445.7617383,0,0.39655314625405247,0.31083156481393204,2.0115209849097346,-0.042331275011395525,0.063844554240988,-0.796476111841351,1.0,1.0,3.0,-1.5,0.6034468537459475,0.689168435186068,0.9884790150902654,-0.07073581875113621,0.9132894838430491,-0.703523888158649,-0.024757536562897673,0.3196513193450672,0.6,-0.703523888158649
56,1777301445.860793,0,0.4404221944269928,0.34146963028647226,2.058251349416014,-0.027717568888223368,0.058679696187313404,-0.8443729807870863,1.0,1.0,3.0,-1.5,0.5595778055730072,0.6585303697135277,0.9417486505839858,-0.12061587497590848,0.8557110371081664,-0.6556270192129137,-0.04221555624156796,0.2994988629878582,0.6,-0.6556270192129137
57,1777301445.9584074,0,0.4874831775507828,0.37394011192480564,2.1050508765659606,-0.015146666946636252,0.05932941610279014,-0.8772783240241699,1.0,1.0,3.0,-1.5,0.5125168224492171,0.6260598880751944,0.8949491234340394,-0.15381667175139613,0.7943329958156657,-0.6227216759758301,-0.053835835112988645,0.27801654853548297,0.5817169302321257,-0.6227216759758301
58,1777301446.0625541,0,0.5382806529294246,0.4084891640984117,2.1500967654224366,-0.017532860309350994,0.04916677265343047,-0.9308372414869102,1.0,1.0,3.0,-1.5,0.4617193470705754,0.5915108359015884,0.8499032345775634,-0.1987412482843689,0.7235825735039817,-0.5691627585130898,-0.0695594368995291,0.2532539007263936,0.5524371024754162,-0.5691627585130898
59,1777301446.1594517,0,0.5905476514027741,0.44375530624817555,2.1942697134181244,-0.009746650066025386,0.03772736444848059,-0.9618257128510042,1.0,1.0,3.0,-1.5,0.4094523485972259,0.5562446937518244,0.8057302865818756,-0.22203630374655442,0.6540330763175612,-0.5381742871489958,-0.07771270631129404,0.22891157671114643,0.5237246862782192,-0.5381742871489958
60,1777301446.261802,0,0.6433162632474406,0.47913499281077365,2.236518288928801,-0.00021362808436676647,0.023525244676162814,-0.9901692961064267,1.0,1.0,3.0,-1.5,0.3566837367525594,0.5208650071892263,0.7634817110711989,-0.2398467913975984,0.5839496214865447,-0.5098307038935733,-0.08394637698915944,0.20438236752029065,0.4962631121962793,-0.5098307038935733
61,1777301446.3679907,0,0.7020819893884462,0.5166125939390099,2.2807765516115714,-0.0017452110700013398,0.017667523238375477,-1.026637698712879,1.0,1.0,3.0,-1.5,0.29791801061155376,0.48338740606099007,0.7192234483884286,-0.2593367762282026,0.5051365774527534,-0.47336230128712103,-0.09076787167987091,0.1767978021084637,0.46749524145247856,-0.47336230128712103
62,1777301446.4711943,0,0.75339523438711,0.5514675449039432,2.317161268844067,-0.0027086353345294138,0.013792560434183086,-1.0356497571726722,1.0,1.0,3.0,-1.5,0.24660476561289002,0.44853245509605677,0.682838731155933,-0.2600645557209178,0.4408647191091234,-0.4643502428273279,-0.09102259450232122,0.15430265168819318,0.4438451752513564,-0.4643502428273279
63,1777301446.5810566,0,0.79921456352818,0.5809329921877963,2.3483033927883006,-0.007929036398892511,0.00737095168770839,-1.0545079922016094,1.0,1.0,3.0,-1.5,0.20078543647182,0.41906700781220374,0.6516966072116994,-0.26532587681113656,0.3814893545438123,-0.4454920077983906,-0.09286405688389779,0.1335212740903343,0.42360279468760464,-0.4454920077983906
64,1777301446.6625032,0,0.8477074440296752,0.6136497544292671,2.3793229055312946,-0.0028617070663340136,-0.011995414146960929,-1.082022384667329,1.0,1.0,3.0,-1.5,0.15229255597032476,0.38635024557073294,0.6206770944687054,-0.2696041732026515,0.315868840894848,-0.4179776153326711,-0.09436146062092803,0.1105540943131968,0.4034401114046586,-0.4179776153326711
65,1777301446.768135,0,0.8992956439815976,0.6468600294030458,2.411889225974291,0.016722549408928138,-0.003981828833081608,-1.1183095996978911,1.0,1.0,3.0,-1.5,0.10070435601840244,0.35313997059695423,0.5881107740257092,-0.2735726278172569,0.2449637186676009,-0.3816904003021089,-0.0957504197360399,0.08573730153366031,0.382272003116711,-0.3816904003021089
66,1777301446.8684456,0,0.9416785404493612,0.6770162423185281,2.437248452808003,0.019409689459494284,-0.006285086520905145,-1.1371186971332694,1.0,1.0,3.0,-1.5,0.05832145955063883,0.3229837576814719,0.562751547191997,-0.2685767159075974,0.1886437066070593,-0.3628813028667306,-0.09400185056765908,0.06602529731247075,0.3657885056747981,-0.3628813028667306
67,1777301446.9908812,0,0.953877374306096,0.6856483294951911,2.4447521358255657,0.018592027872883804,-0.016892914623221855,-1.137091689946476,1.0,1.0,3.0,-1.5,0.04612262569390402,0.31435167050480894,0.5552478641744343,-0.2658651151754089,0.1739540453189592,-0.362908310053524,-0.0930527903113931,0.06088391586163571,0.3609111117133823,-0.362908310053524
68,1777301447.0662658,0,1.01340069375344,0.7294042361279492,2.479958421987079,0.03077005326753206,-0.028837520422169645,-1.175924727837855,1.0,1.0,3.0,-1.5,-0.013400693753440107,0.27059576387205075,0.5200415780129211,-0.25492743688486486,0.09172593930772997,-0.32407527216214493,-0.08922460290970269,0.03210407875770549,0.3380270257083987,-0.32407527216214493
69,1777301447.1712632,0,1.048918781255731,0.7568980975526545,2.5016926528016357,0.032347063151241855,-0.037500100660646636,-1.1959554380183737,1.0,1.0,3.0,-1.5,-0.048918781255731014,0.24310190244734553,0.49830734719836434,-0.2441327006471804,0.043483406119794316,-0.3040445619816263,-0.08544644522651314,0.015219192141928009,0.32389977567893685,-0.3040445619816263
70,1777301447.269546,0,1.0728522801557843,0.7832283211284111,2.520220917929542,0.06812992943394745,-0.07562655499350641,-1.2473225134853785,1.0,1.0,3.0,-1.5,-0.07285228015578427,0.21677167887158888,0.47977908207045816,-0.2286862182936498,0.0,-0.2526774865146215,-0.08004017640277743,0.0,0.31185640334579784,-0.2526774865146215
71,1777301447.3686078,0,1.177529460659558,0.7261649056308406,2.6107711467445824,0.05282258878181394,-0.04599511777367599,-1.2266850779523737,1.0,1.0,3.0,-1.5,-0.1775294606595581,0.2738350943691594,0.38922885325541756,-0.3176730585258794,-0.07474086029109668,-0.2733149220476263,-0.11118557048405778,-0.026159301101883838,0.25299875461602145,-0.2733149220476263
72,1777301447.4688766,0,1.1982815152342388,0.7400556264645491,2.629037153365485,0.06614902134949723,-0.04329128322871735,-1.2526865667606737,1.0,1.0,3.0,-1.5,-0.19828151523423876,0.25994437353545086,0.37096284663451495,-0.3089193797069386,-0.1070301520965187,-0.2473134332393263,-0.1081217828974285,-0.03746055323378154,0.24112585031243472,-0.2473134332393263
73,1777301447.5690908,0,1.2202449348147213,0.755376428487706,2.649876423913615,0.07059922283692223,-0.037280132779898605,-1.2619556903768547,-1.0,-1.0,3.0,-1.5,-2.2202449348147213,-1.755376428487706,0.3501235760863848,0.9974705443840959,-2.6487518738731977,-0.23804430962314524,0.34911469053443356,-0.8,0.22758032445615012,-0.23804430962314524
74,1777301447.6685045,0,1.3030963711336225,0.7010549273840114,2.723981056554301,0.05638896587816693,-0.0697752928216028,-1.27110195809103,-1.0,-1.0,3.0,-1.5,-2.3030963711336225,-1.7010549273840114,0.276018943445699,0.9452943818740667,-2.7026393196842995,-0.2288980419089699,0.33085303365592333,-0.8,0.17941231323970436,-0.2288980419089699
75,1777301447.7682092,0,1.375717454427404,0.6469207930318811,2.7934482439428505,0.09147451047928534,-0.13188269408915312,-1.2796968704719902,-1.0,-1.0,3.0,-1.5,-2.375717454427404,-1.6469207930318812,0.20655175605714948,0.8957888190563783,-2.7484439076403513,-0.2203031295280098,0.31352608666973236,-0.8,0.13425864143714716,-0.2203031295280098
76,1777301447.8666847,0,1.1580020848867076,0.8549822174750972,2.598453894892416,0.09945558634939208,-0.14197041082801634,-1.2805881357526392,-1.0,-1.0,3.0,-1.5,-2.1580020848867076,-1.8549822174750972,0.40154610510758415,1.1598988772474779,-2.5985701106732226,-0.2194118642473608,0.40596460703661724,-0.8,0.2610049683199297,-0.2194118642473608
77,1777301447.9631977,0,1.1476499981358335,0.853691720115392,2.6044276970261317,0.09935384908448698,-0.14690519665234977,-1.281633381352415,-1.0,-1.0,3.0,-1.5,-2.1476499981358335,-1.853691720115392,0.39557230297386825,1.164329365232572,-2.587066028723334,-0.21836661864758497,0.4075152778314001,-0.8,0.25712199693301435,-0.21836661864758497
78,1777301448.064747,0,1.1338131788646033,0.9622914174242423,2.5369815695512075,0.09518155429041399,-0.13337930921957017,-1.30209363025679,-1.0,-1.0,3.0,-1.5,-2.133813178864603,-1.9622914174242423,0.46301843044879254,1.3253901186146098,-2.578194585882116,-0.19790636974320996,0.4638865415151134,-0.8,0.3009619797917152,-0.19790636974320996
79,1777301448.1703432,0,1.0929815268826717,0.9151755181146688,2.561551870304659,0.10132153880191005,-0.13567199469685576,-1.306053052755655,-1.0,-1.0,3.0,-1.5,-2.0929815268826717,-1.9151755181146688,0.43844812969534086,1.3007975680085764,-2.521189128986733,-0.1939469472443449,0.4552791488030017,-0.8,0.28499128430197157,-0.1939469472443449
80,1777301448.2697096,0,1.0458829955649094,0.8064821835487198,2.6209411300665453,0.10005329679568824,-0.1450061393458384,-1.3173412651679755,-1.0,-1.0,3.0,-1.5,-2.0458829955649094,-1.8064821835487197,0.3790588699334547,1.2357629864261628,-2.4334964459393995,-0.18265873483202455,0.43251704524915696,-0.8,0.24638826545674558,-0.18265873483202455
81,1777301448.3799713,0,0.9871036726880504,0.8208160078456384,2.5996611190645873,0.0995821553692581,-0.13393005727088336,-1.3259883334460865,-1.0,-1.0,3.0,-1.5,-1.9871036726880504,-1.8208160078456384,0.4003388809354127,1.2849119268425533,-2.3691672124810066,-0.17401166655391354,0.4497191743948936,-0.8,0.2602202726080183,-0.17401166655391354
