dt,pos_x,pos_y,pos_z,roll,pitch,yaw,tar_x,tar_y,tar_z,tar_yaw,err_x,err_y,err_z,overall_error
0.02,-1.9832,-1.9955,1.9747,-0.00429,0.00105,-2.83077,2.0,-2.0,2.0,4.71,3.9832,-0.0045,0.0253,3.9833
0.02,-1.9828,-1.9966,1.97,-0.00293,-0.00081,-2.74855,2.0,-2.0,2.0,4.71,3.9828,-0.0034,0.03,3.9829
0.02,-1.9822,-1.9977,1.9675,-0.00129,-0.00074,-2.66275,2.0,-2.0,2.0,4.71,3.9822,-0.0023,0.0325,3.9823
0.02,-1.9816,-1.9989,1.9672,-0.00086,0.0001,-2.57864,2.0,-2.0,2.0,4.71,3.9816,-0.0011,0.0328,3.9817
0.02,-1.981,-2.0002,1.9682,-0.00085,0.0004,-2.49728,2.0,-2.0,2.0,4.71,3.981,0.0002,0.0318,3.9811
0.02,-1.9803,-2.0014,1.9699,-0.00045,0.00034,-2.4234,2.0,-2.0,2.0,4.71,3.9803,0.0014,0.0301,3.9804
0.02,-1.9797,-2.0026,1.972,3e-05,0.00035,-2.35528,2.0,-2.0,2.0,4.71,3.9797,0.0026,0.028,3.9798
0.02,-1.9792,-2.0038,1.9743,0.00033,0.00043,-2.29261,2.0,-2.0,2.0,4.71,3.9792,0.0038,0.0257,3.9793
0.02,-1.9787,-2.005,1.9766,0.00055,0.00044,-2.23491,2.0,-2.0,2.0,4.71,3.9787,0.005,0.0234,3.9787
0.02,-1.9782,-2.0061,1.9788,0.00076,0.0004,-2.18186,2.0,-2.0,2.0,4.71,3.9782,0.0061,0.0212,3.9783
0.02,-1.9778,-2.0072,1.9809,0.00096,0.00035,-2.133,2.0,-2.0,2.0,4.71,3.9778,0.0072,0.0191,3.9779
0.02,-1.9776,-2.0082,1.9829,0.0011,0.00031,-2.08807,2.0,-2.0,2.0,4.71,3.9776,0.0082,0.0171,3.9776
0.02,-1.9774,-2.0091,1.9847,0.00121,0.00026,-2.04669,2.0,-2.0,2.0,4.71,3.9774,0.0091,0.0153,3.9774
0.02,-1.9772,-2.01,1.9864,0.00129,0.0002,-2.00862,2.0,-2.0,2.0,4.71,3.9772,0.01,0.0136,3.9773
0.02,-1.9772,-2.0109,1.9879,0.00135,0.00015,-1.97358,2.0,-2.0,2.0,4.71,3.9772,0.0109,0.0121,3.9772
0.02,-1.9773,-2.0117,1.9893,0.00138,0.0001,-1.94133,2.0,-2.0,2.0,4.71,3.9773,0.0117,0.0107,3.9773
0.02,-1.9774,-2.0124,1.9905,0.00139,5e-05,-1.91164,2.0,-2.0,2.0,4.71,3.9774,0.0124,0.0095,3.9774
0.02,-1.9776,-2.0131,1.9917,0.00138,0.0,-1.88432,2.0,-2.0,2.0,4.71,3.9776,0.0131,0.0083,3.9777
0.02,-1.9779,-2.0138,1.9927,0.00135,-4e-05,-1.85917,2.0,-2.0,2.0,4.71,3.9779,0.0138,0.0073,3.978
0.02,-1.9783,-2.0144,1.9935,0.00131,-8e-05,-1.83601,2.0,-2.0,2.0,4.71,3.9783,0.0144,0.0065,3.9783
0.02,-1.9788,-2.0149,1.9943,0.00126,-0.00011,-1.8147,2.0,-2.0,2.0,4.71,3.9788,0.0149,0.0057,3.9788
0.02,-1.9791,-2.0153,1.9949,-0.00996,-0.01106,-1.79482,2.0,-2.0,2.0,4.71,3.9791,0.0153,0.0051,3.9791
0.02,-1.9787,-2.0153,1.9951,-0.01978,0.00165,-1.77686,2.0,-2.0,2.0,4.71,3.9787,0.0153,0.0049,3.9787
0.02,-1.9771,-2.0156,1.9947,-0.02379,0.00893,-1.76053,2.0,-2.0,2.0,4.71,3.9771,0.0156,0.0053,3.9771
0.02,-1.9741,-2.0167,1.9945,-0.02841,0.01325,-1.74525,2.0,-2.0,2.0,4.71,3.9741,0.0167,0.0055,3.9741
0.02,-1.9695,-2.0189,1.9945,-0.03466,0.02062,-1.73136,2.0,-2.0,2.0,4.71,3.9695,0.0189,0.0055,3.9695
0.02,-1.9629,-2.0229,1.9947,-0.04032,0.02845,-1.71857,2.0,-2.0,2.0,4.71,3.9629,0.0229,0.0053,3.963
0.02,-1.9541,-2.0287,1.9948,-0.04543,0.01287,-1.70582,2.0,-2.0,2.0,4.71,3.9541,0.0287,0.0052,3.9543
0.02,-1.9429,-2.0359,1.9944,-0.05022,0.02886,-1.69571,2.0,-2.0,2.0,4.71,3.9429,0.0359,0.0056,3.943
0.02,-1.9289,-2.0449,1.9935,-0.05538,0.01539,-1.68465,2.0,-2.0,2.0,4.71,3.9289,0.0449,0.0065,3.9292
0.02,-1.9118,-2.0553,1.9924,-0.0607,0.02866,-1.67616,2.0,-2.0,2.0,4.71,3.9118,0.0553,0.0076,3.9122
0.02,-1.8915,-2.0674,1.9914,-0.06402,0.01508,-1.66659,2.0,-2.0,2.0,4.71,3.8915,0.0674,0.0086,3.8921
0.02,-1.8678,-2.0808,1.9906,-0.06605,0.02914,-1.65963,2.0,-2.0,2.0,4.71,3.8678,0.0808,0.0094,3.8687
0.02,-1.8407,-2.0957,1.9898,-0.06815,0.01544,-1.65125,2.0,-2.0,2.0,4.71,3.8407,0.0957,0.0102,3.8419
0.02,-1.81,-2.1118,1.989,-0.06987,0.02921,-1.64559,2.0,-2.0,2.0,4.71,3.81,0.1118,0.011,3.8117
0.02,-1.7759,-2.1293,1.9884,-0.07117,0.01552,-1.63831,2.0,-2.0,2.0,4.71,3.7759,0.1293,0.0116,3.7782
0.02,-1.7384,-2.1478,1.9878,-0.07159,0.02931,-1.63367,2.0,-2.0,2.0,4.71,3.7384,0.1478,0.0122,3.7413
0.02,-1.6976,-2.1677,1.9872,-0.07186,0.01555,-1.6273,2.0,-2.0,2.0,4.71,3.6976,0.1677,0.0128,3.7014
0.02,-1.6535,-2.1884,1.9868,-0.07167,0.02926,-1.62355,2.0,-2.0,2.0,4.71,3.6535,0.1884,0.0132,3.6583
0.02,-1.6062,-2.2103,1.9864,-0.07132,0.01545,-1.61798,2.0,-2.0,2.0,4.71,3.6062,0.2103,0.0136,3.6124
0.02,-1.5561,-2.2327,1.986,-0.07078,0.01705,-1.61393,2.0,-2.0,2.0,4.71,3.5561,0.2327,0.014,3.5637
0.02,-1.503,-2.2555,1.9859,-0.07012,0.00475,-1.60958,2.0,-2.0,2.0,4.71,3.503,0.2555,0.0141,3.5123
0.02,-1.4472,-2.2781,1.9859,-0.0691,-0.0009,-1.60567,2.0,-2.0,2.0,4.71,3.4472,0.2781,0.0141,3.4584
0.02,-1.3888,-2.3001,1.9862,-0.06801,-0.00369,-1.60267,2.0,-2.0,2.0,4.71,3.3888,0.3001,0.0138,3.4021
0.02,-1.328,-2.3211,1.9869,-0.06677,-0.01002,-1.59932,2.0,-2.0,2.0,4.71,3.328,0.3211,0.0131,3.3435
0.02,-1.265,-2.3408,1.9878,-0.06544,-0.01682,-1.59642,2.0,-2.0,2.0,4.71,3.265,0.3408,0.0122,3.2827
0.02,-1.1998,-2.3587,1.9888,-0.06394,-0.02232,-1.59378,2.0,-2.0,2.0,4.71,3.1998,0.3587,0.0112,3.2199
0.02,-1.1328,-2.3746,1.9897,-0.06228,-0.0276,-1.59137,2.0,-2.0,2.0,4.71,3.1328,0.3746,0.0103,3.1551
0.02,-1.0641,-2.3881,1.9907,-0.06056,-0.03315,-1.58913,2.0,-2.0,2.0,4.71,3.0641,0.3881,0.0093,3.0886
0.02,-0.9938,-2.399,1.9916,-0.05879,-0.03859,-1.58709,2.0,-2.0,2.0,4.71,2.9938,0.399,0.0084,3.0203
0.02,-0.9222,-2.4069,1.9924,-0.05697,-0.0438,-1.58521,2.0,-2.0,2.0,4.71,2.9222,0.4069,0.0076,2.9504
0.02,-0.8494,-2.4117,1.9932,-0.05512,-0.04893,-1.5835,2.0,-2.0,2.0,4.71,2.8494,0.4117,0.0068,2.879
0.02,-0.7756,-2.413,1.9939,-0.05326,-0.05399,-1.58193,2.0,-2.0,2.0,4.71,2.7756,0.413,0.0061,2.8062
0.02,-0.701,-2.4111,1.9943,-0.05149,-0.03684,-1.58166,2.0,-2.0,2.0,4.71,2.701,0.4111,0.0057,2.7321
0.02,-0.6257,-2.4064,1.9941,-0.04956,-0.05135,-1.57951,2.0,-2.0,2.0,4.71,2.6257,0.4064,0.0059,2.657
0.02,-0.5499,-2.3988,1.9933,-0.04707,-0.03616,-1.57934,2.0,-2.0,2.0,4.71,2.5499,0.3988,0.0067,2.5809
0.02,-0.4739,-2.3889,1.9923,-0.04486,-0.04785,-1.57766,2.0,-2.0,2.0,4.71,2.4739,0.3889,0.0077,2.5043
0.02,-0.3976,-2.3764,1.9914,-0.04316,-0.03286,-1.57747,2.0,-2.0,2.0,4.71,2.3976,0.3764,0.0086,2.427
0.02,-0.3213,-2.3619,1.9907,-0.04172,-0.04559,-1.57599,2.0,-2.0,2.0,4.71,2.3213,0.3619,0.0093,2.3494
0.02,-0.2451,-2.3452,1.99,-0.04012,-0.03058,-1.57584,2.0,-2.0,2.0,4.71,2.2451,0.3452,0.01,2.2715
0.02,-0.169,-2.327,1.9894,-0.03872,-0.02681,-1.57527,2.0,-2.0,2.0,4.71,2.169,0.327,0.0106,2.1936
0.02,-0.0932,-2.3078,1.989,-0.0374,-0.01465,-1.57481,2.0,-2.0,2.0,4.71,2.0932,0.3078,0.011,2.1157
0.02,-0.0177,-2.2884,1.989,-0.03632,-0.00678,-1.57441,2.0,-2.0,2.0,4.71,2.0177,0.2884,0.011,2.0383
0.02,0.0574,-2.2691,1.9895,-0.03539,-0.00182,-1.57384,2.0,-2.0,2.0,4.71,1.9426,0.2691,0.0105,1.9612
0.02,0.132,-2.2505,1.9902,-0.03448,0.00441,-1.57343,2.0,-2.0,2.0,4.71,1.868,0.2505,0.0098,1.8847
0.02,0.2061,-2.2328,1.9908,-0.02721,0.01009,-1.57297,2.0,-2.0,2.0,4.71,1.7939,0.2328,0.0092,1.809
0.02,0.2793,-2.2164,1.9909,-0.02125,0.01366,-1.57246,2.0,-2.0,2.0,4.71,1.7207,0.2164,0.0091,1.7343
0.02,0.3511,-2.2015,1.9908,-0.01412,0.01343,-1.57195,2.0,-2.0,2.0,4.71,1.6489,0.2015,0.0092,1.6612
0.02,0.4212,-2.1879,1.9908,-0.00725,0.00939,-1.57144,2.0,-2.0,2.0,4.71,1.5788,0.1879,0.0092,1.59
0.02,0.4891,-2.1754,1.9908,-0.00094,0.00461,-1.571,2.0,-2.0,2.0,4.71,1.5109,0.1754,0.0092,1.521
0.02,0.5547,-2.1637,1.9907,0.00602,0.00048,-1.57058,2.0,-2.0,2.0,4.71,1.4453,0.1637,0.0093,1.4546
0.02,0.6174,-2.1524,1.9907,0.01171,0.00187,-1.57024,2.0,-2.0,2.0,4.71,1.3826,0.1524,0.0093,1.391
0.02,0.6772,-2.1417,1.9907,0.01731,0.00381,-1.56987,2.0,-2.0,2.0,4.71,1.3228,0.1417,0.0093,1.3304
0.02,0.7336,-2.1316,1.9907,0.01914,0.00704,-1.56953,2.0,-2.0,2.0,4.71,1.2664,0.1316,0.0093,1.2732
0.02,0.7869,-2.1224,1.9906,0.0125,0.01074,-1.56951,2.0,-2.0,2.0,4.71,1.2131,0.1224,0.0094,1.2193
0.02,0.8372,-2.114,1.9899,0.01441,-0.00168,-1.56992,2.0,-2.0,2.0,4.71,1.1628,0.114,0.0101,1.1684
0.02,0.8847,-2.1058,1.9889,0.01115,-0.00948,-1.56963,2.0,-2.0,2.0,4.71,1.1153,0.1058,0.0111,1.1204
0.02,0.9296,-2.0977,1.9879,0.01125,0.00749,-1.56849,2.0,-2.0,2.0,4.71,1.0704,0.0977,0.0121,1.0749
0.02,0.9721,-2.0902,1.9868,0.00634,0.01169,-1.56823,2.0,-2.0,2.0,4.71,1.0279,0.0902,0.0132,1.0319
0.02,1.0129,-2.0834,1.9858,-0.00309,-0.00521,-1.56758,2.0,-2.0,2.0,4.71,0.9871,0.0834,0.0142,0.9907
0.02,1.0524,-2.0768,1.9844,-0.00113,0.00272,-1.56718,2.0,-2.0,2.0,4.71,0.9476,0.0768,0.0156,0.9508
0.02,1.0904,-2.0707,1.9833,0.0088,0.00519,-1.56739,2.0,-2.0,2.0,4.71,0.9096,0.0707,0.0167,0.9125
0.02,1.1264,-2.0649,1.9829,0.01377,-0.00389,-1.56717,2.0,-2.0,2.0,4.71,0.8736,0.0649,0.0171,0.8761
0.02,1.1603,-2.0593,1.983,0.01464,0.00586,-1.56696,2.0,-2.0,2.0,4.71,0.8397,0.0593,0.017,0.8419
0.02,1.1921,-2.0542,1.9832,0.00861,0.00837,-1.56685,2.0,-2.0,2.0,4.71,0.8079,0.0542,0.0168,0.8099
0.02,1.2221,-2.0497,1.9837,0.0007,0.00442,-1.56693,2.0,-2.0,2.0,4.71,0.7779,0.0497,0.0163,0.7797
0.02,1.2509,-2.0457,1.9843,-0.00239,-0.00012,-1.56682,2.0,-2.0,2.0,4.71,0.7491,0.0457,0.0157,0.7506
0.02,1.2789,-2.0418,1.9846,0.00043,-0.00017,-1.56726,2.0,-2.0,2.0,4.71,0.7211,0.0418,0.0154,0.7225
0.02,1.3058,-2.0381,1.9847,0.0036,-0.00435,-1.56647,2.0,-2.0,2.0,4.71,0.6942,0.0381,0.0153,0.6954
0.02,1.3315,-2.0342,1.9848,0.0079,0.00421,-1.56681,2.0,-2.0,2.0,4.71,0.6685,0.0342,0.0152,0.6695
0.02,1.3557,-2.0305,1.9849,0.01435,-0.0076,-1.5673,2.0,-2.0,2.0,4.71,0.6443,0.0305,0.0151,0.6452
0.02,1.3781,-2.0265,1.9846,0.00718,-0.00583,-1.56733,2.0,-2.0,2.0,4.71,0.6219,0.0265,0.0154,0.6227
0.02,1.3994,-2.0227,1.9843,-0.00214,0.01216,-1.56709,2.0,-2.0,2.0,4.71,0.6006,0.0227,0.0157,0.6013
0.02,1.4198,-2.0197,1.9838,-0.0015,0.01755,-1.56688,2.0,-2.0,2.0,4.71,0.5802,0.0197,0.0162,0.5807
0.02,1.4398,-2.0176,1.9834,-0.0046,0.00272,-1.56657,2.0,-2.0,2.0,4.71,0.5602,0.0176,0.0166,0.5607
0.02,1.4593,-2.0159,1.9829,-0.00321,-0.00369,-1.56622,2.0,-2.0,2.0,4.71,0.5407,0.0159,0.0171,0.5412
0.02,1.4782,-2.0142,1.9827,0.00425,-0.00413,-1.56637,2.0,-2.0,2.0,4.71,0.5218,0.0142,0.0173,0.5222
0.02,1.4963,-2.0122,1.9828,0.00478,-0.00735,-1.56604,2.0,-2.0,2.0,4.71,0.5037,0.0122,0.0172,0.5041
0.02,1.5135,-2.0098,1.9831,0.00443,0.00144,-1.56603,2.0,-2.0,2.0,4.71,0.4865,0.0098,0.0169,0.4869
0.02,1.5297,-2.0076,1.9835,0.00233,0.00585,-1.56612,2.0,-2.0,2.0,4.71,0.4703,0.0076,0.0165,0.4706
0.02,1.5453,-2.0057,1.9842,-0.00085,0.0052,-1.5661,2.0,-2.0,2.0,4.71,0.4547,0.0057,0.0158,0.455
0.02,1.5603,-2.0042,1.9846,-0.00258,0.00283,-1.56578,2.0,-2.0,2.0,4.71,0.4397,0.0042,0.0154,0.44
0.02,1.5748,-2.003,1.9852,0.00073,-0.00055,-1.56604,2.0,-2.0,2.0,4.71,0.4252,0.003,0.0148,0.4254
0.02,1.5889,-2.0016,1.9857,-0.00136,-0.00675,-1.56597,2.0,-2.0,2.0,4.71,0.4111,0.0016,0.0143,0.4114
0.02,1.6023,-2.0002,1.9858,0.00506,0.00353,-1.56518,2.0,-2.0,2.0,4.71,0.3977,0.0002,0.0142,0.3979
0.02,1.615,-1.9991,1.9852,0.00563,0.00973,-1.5652,2.0,-2.0,2.0,4.71,0.385,-0.0009,0.0148,0.3853
0.02,1.6269,-1.9982,1.9843,0.005,-0.00531,-1.56603,2.0,-2.0,2.0,4.71,0.3731,-0.0018,0.0157,0.3734
0.02,1.6381,-1.9971,1.9832,0.00199,-0.00983,-1.56628,2.0,-2.0,2.0,4.71,0.3619,-0.0029,0.0168,0.3623
0.02,1.6488,-1.9957,1.9825,-0.00077,0.00383,-1.56622,2.0,-2.0,2.0,4.71,0.3512,-0.0043,0.0175,0.3517
0.02,1.6591,-1.9945,1.982,-0.00296,0.0086,-1.56592,2.0,-2.0,2.0,4.71,0.3409,-0.0055,0.018,0.3414
0.02,1.6694,-1.9937,1.982,-0.00738,0.00322,-1.56614,2.0,-2.0,2.0,4.71,0.3306,-0.0063,0.018,0.3311
0.02,1.6799,-1.9931,1.9822,-0.0089,-0.00498,-1.56565,2.0,-2.0,2.0,4.71,0.3201,-0.0069,0.0178,0.3207
0.02,1.6904,-1.9923,1.9824,-0.00093,-0.00131,-1.56592,2.0,-2.0,2.0,4.71,0.3096,-0.0077,0.0176,0.3102
0.02,1.7006,-1.9915,1.983,0.00557,-0.00102,-1.56593,2.0,-2.0,2.0,4.71,0.2994,-0.0085,0.017,0.3
0.02,1.7103,-1.9907,1.9837,0.00509,0.00138,-1.56593,2.0,-2.0,2.0,4.71,0.2897,-0.0093,0.0163,0.2903
0.02,1.7193,-1.9899,1.9842,0.00068,0.00416,-1.56639,2.0,-2.0,2.0,4.71,0.2807,-0.0101,0.0158,0.2813
0.02,1.728,-1.9893,1.9845,-0.00139,0.00203,-1.56634,2.0,-2.0,2.0,4.71,0.272,-0.0107,0.0155,0.2727
0.02,1.7363,-1.9889,1.9846,-0.00301,0.00142,-1.56678,2.0,-2.0,2.0,4.71,0.2637,-0.0111,0.0154,0.2644
0.02,1.7446,-1.9885,1.9846,-0.00453,-0.00185,-1.56613,2.0,-2.0,2.0,4.71,0.2554,-0.0115,0.0154,0.2562
0.02,1.7529,-1.9882,1.9847,-0.00556,0.00555,-1.56669,2.0,-2.0,2.0,4.71,0.2471,-0.0118,0.0153,0.2479
0.02,1.7613,-1.9882,1.9849,-0.00407,-0.00143,-1.56651,2.0,-2.0,2.0,4.71,0.2387,-0.0118,0.0151,0.2395
0.02,1.7696,-1.988,1.9852,0.00264,-0.00301,-1.56634,2.0,-2.0,2.0,4.71,0.2304,-0.012,0.0148,0.2312
0.02,1.7775,-1.9878,1.9856,0.0065,0.00056,-1.56647,2.0,-2.0,2.0,4.71,0.2225,-0.0122,0.0144,0.2233
0.02,1.7849,-1.9877,1.9857,-0.00103,0.00648,-1.56702,2.0,-2.0,2.0,4.71,0.2151,-0.0123,0.0143,0.216
0.02,1.792,-1.9878,1.9855,-0.00053,0.00113,-1.56673,2.0,-2.0,2.0,4.71,0.208,-0.0122,0.0145,0.2089
0.02,1.7988,-1.9879,1.9853,0.0034,-0.00346,-1.56691,2.0,-2.0,2.0,4.71,0.2012,-0.0121,0.0147,0.2021
0.02,1.8052,-1.988,1.9855,0.00036,-0.00091,-1.56668,2.0,-2.0,2.0,4.71,0.1948,-0.012,0.0145,0.1957
0.02,1.8115,-1.988,1.9858,-0.00493,0.00471,-1.5668,2.0,-2.0,2.0,4.71,0.1885,-0.012,0.0142,0.1894
0.02,1.8179,-1.9882,1.9859,-0.00458,-0.00074,-1.56648,2.0,-2.0,2.0,4.71,0.1821,-0.0118,0.0141,0.183
0.02,1.8242,-1.9883,1.9858,0.00143,-0.00296,-1.56669,2.0,-2.0,2.0,4.71,0.1758,-0.0117,0.0142,0.1768
0.02,1.8303,-1.9884,1.9858,0.00494,-0.00076,-1.56651,2.0,-2.0,2.0,4.71,0.1697,-0.0116,0.0142,0.1707
0.02,1.8359,-1.9884,1.9856,0.00397,0.00065,-1.56593,2.0,-2.0,2.0,4.71,0.1641,-0.0116,0.0144,0.1651
0.02,1.8412,-1.9883,1.9855,-0.00056,-0.00177,-1.56615,2.0,-2.0,2.0,4.71,0.1588,-0.0117,0.0145,0.1598
0.02,1.8465,-1.9881,1.9855,-0.00519,-0.00437,-1.56587,2.0,-2.0,2.0,4.71,0.1535,-0.0119,0.0145,0.1547
0.02,1.8517,-1.9877,1.9854,-0.00286,0.00142,-1.56633,2.0,-2.0,2.0,4.71,0.1483,-0.0123,0.0146,0.1495
0.02,1.8569,-1.9874,1.9854,0.00199,0.00343,-1.56598,2.0,-2.0,2.0,4.71,0.1431,-0.0126,0.0146,0.1444
0.02,1.8618,-1.9872,1.9856,0.00423,0.0032,-1.56605,2.0,-2.0,2.0,4.71,0.1382,-0.0128,0.0144,0.1395
0.02,1.8663,-1.9872,1.986,0.00578,-0.0009,-1.56632,2.0,-2.0,2.0,4.71,0.1337,-0.0128,0.014,0.135
0.02,1.8704,-1.9871,1.9863,0.00129,-0.00398,-1.56603,2.0,-2.0,2.0,4.71,0.1296,-0.0129,0.0137,0.131
0.02,1.8742,-1.987,1.9866,-0.00162,-0.00075,-1.56596,2.0,-2.0,2.0,4.71,0.1258,-0.013,0.0134,0.1272
0.02,1.8779,-1.9868,1.9869,-0.00214,0.00171,-1.56606,2.0,-2.0,2.0,4.71,0.1221,-0.0132,0.0131,0.1235
0.02,1.8816,-1.9867,1.9875,-0.00098,0.00236,-1.5662,2.0,-2.0,2.0,4.71,0.1184,-0.0133,0.0125,0.1198
0.02,1.8852,-1.9867,1.9883,0.00037,0.00205,-1.56619,2.0,-2.0,2.0,4.71,0.1148,-0.0133,0.0117,0.1162
0.02,1.8887,-1.9868,1.9887,0.00133,0.00122,-1.56667,2.0,-2.0,2.0,4.71,0.1113,-0.0132,0.0113,0.1127
0.02,1.892,-1.987,1.9886,0.00229,-0.00158,-1.5664,2.0,-2.0,2.0,4.71,0.108,-0.013,0.0114,0.1094
0.02,1.895,-1.9872,1.9886,0.00433,0.00172,-1.56623,2.0,-2.0,2.0,4.71,0.105,-0.0128,0.0114,0.1064
0.02,1.8977,-1.9875,1.9884,0.0002,0.00403,-1.56654,2.0,-2.0,2.0,4.71,0.1023,-0.0125,0.0116,0.1037
0.02,1.9003,-1.9879,1.9881,-0.00139,-0.00161,-1.56648,2.0,-2.0,2.0,4.71,0.0997,-0.0121,0.0119,0.1011
0.02,1.9028,-1.9881,1.988,-0.00081,-0.00392,-1.56628,2.0,-2.0,2.0,4.71,0.0972,-0.0119,0.012,0.0987
0.02,1.9053,-1.9882,1.9881,-0.00389,0.00157,-1.56661,2.0,-2.0,2.0,4.71,0.0947,-0.0118,0.0119,0.0962
0.02,1.908,-1.9883,1.9879,-0.00301,0.00246,-1.56602,2.0,-2.0,2.0,4.71,0.092,-0.0117,0.0121,0.0936
0.02,1.9106,-1.9886,1.9877,-2e-05,0.00093,-1.56637,2.0,-2.0,2.0,4.71,0.0894,-0.0114,0.0123,0.0909
0.02,1.9132,-1.9888,1.9875,0.00252,-0.00087,-1.56655,2.0,-2.0,2.0,4.71,0.0868,-0.0112,0.0125,0.0884
0.02,1.9156,-1.9891,1.9875,0.00131,-0.00136,-1.56623,2.0,-2.0,2.0,4.71,0.0844,-0.0109,0.0125,0.086
0.02,1.9179,-1.9893,1.9877,-6e-05,-0.00084,-1.56627,2.0,-2.0,2.0,4.71,0.0821,-0.0107,0.0123,0.0837
0.02,1.92,-1.9895,1.9881,-0.0008,0.00035,-1.56621,2.0,-2.0,2.0,4.71,0.08,-0.0105,0.0119,0.0815
0.02,1.9222,-1.9896,1.9882,-0.00258,0.00102,-1.56659,2.0,-2.0,2.0,4.71,0.0778,-0.0104,0.0118,0.0794
0.02,1.9244,-1.9898,1.9885,-0.00259,0.0002,-1.56643,2.0,-2.0,2.0,4.71,0.0756,-0.0102,0.0115,0.0772
0.02,1.9266,-1.9899,1.9889,0.00065,-0.0014,-1.56639,2.0,-2.0,2.0,4.71,0.0734,-0.0101,0.0111,0.0749
0.02,1.9287,-1.99,1.9894,0.00217,-0.00035,-1.56634,2.0,-2.0,2.0,4.71,0.0713,-0.01,0.0106,0.0728
0.02,1.9307,-1.99,1.9899,0.00029,-0.00027,-1.56642,2.0,-2.0,2.0,4.71,0.0693,-0.01,0.0101,0.0708
0.02,1.9326,-1.9901,1.9903,-0.00059,0.00062,-1.56641,2.0,-2.0,2.0,4.71,0.0674,-0.0099,0.0097,0.0688
0.02,1.9345,-1.9901,1.9908,-0.00099,0.0009,-1.56605,2.0,-2.0,2.0,4.71,0.0655,-0.0099,0.0092,0.0669
0.02,1.9363,-1.9902,1.9912,-0.00068,0.00194,-1.56623,2.0,-2.0,2.0,4.71,0.0637,-0.0098,0.0088,0.065
0.02,1.9381,-1.9903,1.9917,-0.00135,-0.00024,-1.56619,2.0,-2.0,2.0,4.71,0.0619,-0.0097,0.0083,0.0632
0.02,1.9399,-1.9905,1.992,-0.00049,-0.00138,-1.56613,2.0,-2.0,2.0,4.71,0.0601,-0.0095,0.008,0.0613
0.02,1.9417,-1.9906,1.9918,-0.00017,2e-05,-1.56664,2.0,-2.0,2.0,4.71,0.0583,-0.0094,0.0082,0.0596
0.02,1.9434,-1.9907,1.9917,-0.0002,0.00091,-1.56585,2.0,-2.0,2.0,4.71,0.0566,-0.0093,0.0083,0.058
0.02,1.9451,-1.9909,1.9918,-0.00175,0.00177,-1.56616,2.0,-2.0,2.0,4.71,0.0549,-0.0091,0.0082,0.0563
0.02,1.9469,-1.9911,1.992,-0.00308,-0.0018,-1.56598,2.0,-2.0,2.0,4.71,0.0531,-0.0089,0.008,0.0545
0.02,1.9487,-1.9912,1.9917,-0.00041,-0.00247,-1.56649,2.0,-2.0,2.0,4.71,0.0513,-0.0088,0.0083,0.0527
0.02,1.9505,-1.9912,1.9912,0.00213,-0.00069,-1.56605,2.0,-2.0,2.0,4.71,0.0495,-0.0088,0.0088,0.051
0.02,1.9522,-1.9913,1.9907,0.00183,0.00021,-1.56586,2.0,-2.0,2.0,4.71,0.0478,-0.0087,0.0093,0.0495
0.02,1.9537,-1.9913,1.9905,0.00046,0.00092,-1.56601,2.0,-2.0,2.0,4.71,0.0463,-0.0087,0.0095,0.048
0.02,1.9552,-1.9913,1.9906,0.00056,0.00116,-1.56592,2.0,-2.0,2.0,4.71,0.0448,-0.0087,0.0094,0.0466
0.02,1.9566,-1.9914,1.9909,-0.00012,0.00101,-1.56608,2.0,-2.0,2.0,4.71,0.0434,-0.0086,0.0091,0.0452
0.02,1.9579,-1.9915,1.9914,0.00074,0.00012,-1.5658,2.0,-2.0,2.0,4.71,0.0421,-0.0085,0.0086,0.0438
0.02,1.9591,-1.9916,1.992,-6e-05,-0.00042,-1.56584,2.0,-2.0,2.0,4.71,0.0409,-0.0084,0.008,0.0425
0.02,1.9603,-1.9917,1.9926,-0.0001,0.00046,-1.56573,2.0,-2.0,2.0,4.71,0.0397,-0.0083,0.0074,0.0412
0.02,1.9615,-1.9918,1.9933,-0.00018,-0.0003,-1.5657,2.0,-2.0,2.0,4.71,0.0385,-0.0082,0.0067,0.0399
0.02,1.9626,-1.9919,1.9939,0.0007,-9e-05,-1.56566,2.0,-2.0,2.0,4.71,0.0374,-0.0081,0.0061,0.0387
0.02,1.9637,-1.992,1.9943,0.00034,-0.00056,-1.56581,2.0,-2.0,2.0,4.71,0.0363,-0.008,0.0057,0.0376
0.02,1.9647,-1.992,1.9945,0.00072,-7e-05,-1.56581,2.0,-2.0,2.0,4.71,0.0353,-0.008,0.0055,0.0366
0.02,1.9656,-1.9921,1.9946,0.00038,-0.00083,-1.56587,2.0,-2.0,2.0,4.71,0.0344,-0.0079,0.0054,0.0357
0.02,1.9665,-1.9921,1.9946,-3e-05,0.0004,-1.56583,2.0,-2.0,2.0,4.71,0.0335,-0.0079,0.0054,0.0348
0.02,1.9674,-1.9922,1.9947,-0.0009,0.0003,-1.56585,2.0,-2.0,2.0,4.71,0.0326,-0.0078,0.0053,0.034
0.02,1.9682,-1.9922,1.9948,-0.00045,0.00088,-1.56594,2.0,-2.0,2.0,4.71,0.0318,-0.0078,0.0052,0.0331
