dt,pos_x,pos_y,pos_z,roll,pitch,yaw,tar_x,tar_y,tar_z,tar_yaw,err_x,err_y,err_z,overall_error
0.02,2.0464,1.6666,1.9878,0.00392,0.00334,0.00634,2.0,2.0,2.0,0.0,-0.0464,0.3334,0.0122,0.3369
0.02,2.0445,1.6772,1.9879,0.00873,-0.00296,0.00618,2.0,2.0,2.0,0.0,-0.0445,0.3228,0.0121,0.3261
0.02,2.0424,1.687,1.9876,0.0024,-0.00484,0.00654,2.0,2.0,2.0,0.0,-0.0424,0.313,0.0124,0.3161
0.02,2.0404,1.6963,1.9871,-0.00316,0.00246,0.00675,2.0,2.0,2.0,0.0,-0.0404,0.3037,0.0129,0.3066
0.02,2.0385,1.7054,1.9866,-0.00295,0.00533,0.00689,2.0,2.0,2.0,0.0,-0.0385,0.2946,0.0134,0.2974
0.02,2.037,1.7143,1.986,-0.00353,0.00188,0.0073,2.0,2.0,2.0,0.0,-0.037,0.2857,0.014,0.2884
0.02,2.0357,1.7231,1.9858,-0.0025,-0.00025,0.00693,2.0,2.0,2.0,0.0,-0.0357,0.2769,0.0142,0.2795
0.02,2.0344,1.7318,1.9858,-0.00167,-0.00579,0.00734,2.0,2.0,2.0,0.0,-0.0344,0.2682,0.0142,0.2708
0.02,2.0329,1.7401,1.9855,0.00615,0.00359,0.00789,2.0,2.0,2.0,0.0,-0.0329,0.2599,0.0145,0.2624
0.02,2.0317,1.7477,1.9846,0.00425,0.00707,0.0076,2.0,2.0,2.0,0.0,-0.0317,0.2523,0.0154,0.2548
0.02,2.0307,1.7548,1.984,0.00147,-0.00462,0.00745,2.0,2.0,2.0,0.0,-0.0307,0.2452,0.016,0.2476
0.02,2.0295,1.7616,1.9835,-0.00491,-0.00219,0.00694,2.0,2.0,2.0,0.0,-0.0295,0.2384,0.0165,0.2408
0.02,2.0284,1.7684,1.983,-0.00735,0.00052,0.00668,2.0,2.0,2.0,0.0,-0.0284,0.2316,0.017,0.2339
0.02,2.0271,1.7752,1.9821,0.00209,-0.00578,0.00587,2.0,2.0,2.0,0.0,-0.0271,0.2248,0.0179,0.2271
0.02,2.0255,1.7818,1.981,0.00421,-0.00398,0.00597,2.0,2.0,2.0,0.0,-0.0255,0.2182,0.019,0.2205
0.02,2.0239,1.788,1.9804,-0.00049,0.00565,0.00608,2.0,2.0,2.0,0.0,-0.0239,0.212,0.0196,0.2142
0.02,2.0224,1.7941,1.9805,-0.00453,0.00332,0.00615,2.0,2.0,2.0,0.0,-0.0224,0.2059,0.0195,0.208
0.02,2.0211,1.8003,1.9809,-0.00677,-0.00199,0.00665,2.0,2.0,2.0,0.0,-0.0211,0.1997,0.0191,0.2017
0.02,2.0199,1.8067,1.9812,-0.00189,-0.00065,0.00622,2.0,2.0,2.0,0.0,-0.0199,0.1933,0.0188,0.1953
0.02,2.0187,1.8129,1.9815,0.00239,-0.00021,0.00683,2.0,2.0,2.0,0.0,-0.0187,0.1871,0.0185,0.189
0.02,2.0175,1.8188,1.9819,0.00373,0.00239,0.00684,2.0,2.0,2.0,0.0,-0.0175,0.1812,0.0181,0.1829
0.02,2.0163,1.8243,1.9823,0.00428,-0.0001,0.00652,2.0,2.0,2.0,0.0,-0.0163,0.1757,0.0177,0.1774
0.02,2.0152,1.8293,1.9829,-0.00099,0.0021,0.00664,2.0,2.0,2.0,0.0,-0.0152,0.1707,0.0171,0.1722
0.02,2.0143,1.8343,1.9833,-0.00538,0.0036,0.00649,2.0,2.0,2.0,0.0,-0.0143,0.1657,0.0167,0.1672
0.02,2.0136,1.8392,1.9836,-0.00354,0.00073,0.00713,2.0,2.0,2.0,0.0,-0.0136,0.1608,0.0164,0.1622
0.02,2.0131,1.8442,1.9838,-0.00065,0.00028,0.00648,2.0,2.0,2.0,0.0,-0.0131,0.1558,0.0162,0.1572
0.02,2.0124,1.8493,1.9837,-0.00411,-0.00696,0.00759,2.0,2.0,2.0,0.0,-0.0124,0.1507,0.0163,0.1521
0.02,2.0116,1.8541,1.983,0.00464,0.00313,0.00811,2.0,2.0,2.0,0.0,-0.0116,0.1459,0.017,0.1473
0.02,2.011,1.8585,1.9818,0.0089,0.00478,0.00791,2.0,2.0,2.0,0.0,-0.011,0.1415,0.0182,0.1431
0.02,2.0105,1.8623,1.9808,-0.00066,0.0007,0.0077,2.0,2.0,2.0,0.0,-0.0105,0.1377,0.0192,0.1394
0.02,2.0101,1.866,1.9803,-0.00625,7e-05,0.00732,2.0,2.0,2.0,0.0,-0.0101,0.134,0.0197,0.1358
0.02,2.0098,1.8698,1.9804,-0.00478,-0.0012,0.00751,2.0,2.0,2.0,0.0,-0.0098,0.1302,0.0196,0.132
0.02,2.0094,1.8738,1.9807,-0.00086,-0.00233,0.00688,2.0,2.0,2.0,0.0,-0.0094,0.1262,0.0193,0.128
0.02,2.0088,1.8777,1.9812,0.00125,-0.00113,0.00738,2.0,2.0,2.0,0.0,-0.0088,0.1223,0.0188,0.1241
0.02,2.0082,1.8814,1.9818,0.0027,0.00255,0.00717,2.0,2.0,2.0,0.0,-0.0082,0.1186,0.0182,0.1202
0.02,2.0076,1.8848,1.9827,0.00418,-0.00028,0.00699,2.0,2.0,2.0,0.0,-0.0076,0.1152,0.0173,0.1167
0.02,2.007,1.8879,1.9835,0.00156,-0.00028,0.00704,2.0,2.0,2.0,0.0,-0.007,0.1121,0.0165,0.1135
0.02,2.0066,1.8909,1.9843,-0.00299,0.0009,0.00712,2.0,2.0,2.0,0.0,-0.0066,0.1091,0.0157,0.1105
0.02,2.0062,1.8938,1.9847,-0.00366,0.00122,0.00739,2.0,2.0,2.0,0.0,-0.0062,0.1062,0.0153,0.1074
0.02,2.0059,1.8968,1.9852,-0.00226,0.00019,0.00706,2.0,2.0,2.0,0.0,-0.0059,0.1032,0.0148,0.1044
0.02,2.0056,1.8999,1.986,-0.00098,-0.00139,0.00699,2.0,2.0,2.0,0.0,-0.0056,0.1001,0.014,0.1013
0.02,2.0054,1.9028,1.9867,0.00358,0.00205,0.0074,2.0,2.0,2.0,0.0,-0.0054,0.0972,0.0133,0.0983
0.02,2.0052,1.9055,1.9871,0.00275,0.00265,0.0071,2.0,2.0,2.0,0.0,-0.0052,0.0945,0.0129,0.0955
0.02,2.0051,1.908,1.9876,0.00054,-0.00237,0.00733,2.0,2.0,2.0,0.0,-0.0051,0.092,0.0124,0.093
0.02,2.0049,1.9103,1.9881,-0.00254,-0.00146,0.00687,2.0,2.0,2.0,0.0,-0.0049,0.0897,0.0119,0.0906
0.02,2.0047,1.9128,1.9882,-0.00354,0.00019,0.00737,2.0,2.0,2.0,0.0,-0.0047,0.0872,0.0118,0.0882
0.02,2.0045,1.9152,1.9885,-0.00153,-3e-05,0.0072,2.0,2.0,2.0,0.0,-0.0045,0.0848,0.0115,0.0857
0.02,2.0043,1.9178,1.9888,-0.002,-0.00185,0.00734,2.0,2.0,2.0,0.0,-0.0043,0.0822,0.0112,0.0831
0.02,2.004,1.9204,1.9889,-0.00288,0.00084,0.00702,2.0,2.0,2.0,0.0,-0.004,0.0796,0.0111,0.0805
0.02,2.0037,1.923,1.9888,-7e-05,0.00203,0.00741,2.0,2.0,2.0,0.0,-0.0037,0.077,0.0112,0.0779
0.02,2.0036,1.9256,1.9887,0.00267,0.00021,0.00705,2.0,2.0,2.0,0.0,-0.0036,0.0744,0.0113,0.0753
0.02,2.0034,1.928,1.9884,0.00213,-0.00113,0.00653,2.0,2.0,2.0,0.0,-0.0034,0.072,0.0116,0.073
0.02,2.0032,1.9303,1.9882,-6e-05,-0.00209,0.00707,2.0,2.0,2.0,0.0,-0.0032,0.0697,0.0118,0.0708
0.02,2.003,1.9324,1.9881,0.00119,0.00095,0.00698,2.0,2.0,2.0,0.0,-0.003,0.0676,0.0119,0.0687
0.02,2.0029,1.9344,1.9882,0.00042,0.00179,0.00695,2.0,2.0,2.0,0.0,-0.0029,0.0656,0.0118,0.0667
0.02,2.0027,1.9363,1.988,-0.00154,7e-05,0.00653,2.0,2.0,2.0,0.0,-0.0027,0.0637,0.012,0.0648
0.02,2.0025,1.9382,1.9881,-0.00042,-0.00271,0.00709,2.0,2.0,2.0,0.0,-0.0025,0.0618,0.0119,0.063
0.02,2.0022,1.9401,1.9885,0.00033,-0.00104,0.00671,2.0,2.0,2.0,0.0,-0.0022,0.0599,0.0115,0.0611
0.02,2.0019,1.9418,1.989,0.00098,-0.00038,0.00691,2.0,2.0,2.0,0.0,-0.0019,0.0582,0.011,0.0592
0.02,2.0016,1.9435,1.9894,0.00037,-0.00063,0.00694,2.0,2.0,2.0,0.0,-0.0016,0.0565,0.0106,0.0575
0.02,2.0012,1.9451,1.9897,-5e-05,0.00058,0.0066,2.0,2.0,2.0,0.0,-0.0012,0.0549,0.0103,0.0559
0.02,2.0009,1.9466,1.9901,-0.00098,0.0007,0.00663,2.0,2.0,2.0,0.0,-0.0009,0.0534,0.0099,0.0543
0.02,2.0006,1.9481,1.9906,-0.00121,-0.00016,0.00672,2.0,2.0,2.0,0.0,-0.0006,0.0519,0.0094,0.0528
0.02,2.0003,1.9496,1.9912,-0.00159,0.00043,0.00651,2.0,2.0,2.0,0.0,-0.0003,0.0504,0.0088,0.0511
0.02,2.0001,1.9511,1.9918,-0.00135,-0.00031,0.0067,2.0,2.0,2.0,0.0,-0.0001,0.0489,0.0082,0.0496
0.02,1.9999,1.9526,1.9922,0.00101,-0.00013,0.00662,2.0,2.0,2.0,0.0,0.0001,0.0474,0.0078,0.048
0.02,1.9997,1.954,1.9926,0.00121,0.00021,0.0069,2.0,2.0,2.0,0.0,0.0003,0.046,0.0074,0.0465
0.02,1.9995,1.9554,1.9931,-0.00012,-0.00056,0.00657,2.0,2.0,2.0,0.0,0.0005,0.0446,0.0069,0.0451
0.02,1.9992,1.9568,1.9932,-0.00152,-0.0007,0.00722,2.0,2.0,2.0,0.0,0.0008,0.0432,0.0068,0.0438
0.02,1.999,1.9582,1.9932,-0.003,0.00159,0.00691,2.0,2.0,2.0,0.0,0.001,0.0418,0.0068,0.0424
0.02,1.9988,1.9597,1.993,-0.00277,0.00021,0.00722,2.0,2.0,2.0,0.0,0.0012,0.0403,0.007,0.0409
0.02,1.9986,1.9613,1.9924,0.00064,-0.00197,0.00654,2.0,2.0,2.0,0.0,0.0014,0.0387,0.0076,0.0395
0.02,1.9983,1.9628,1.9919,0.00309,-0.00063,0.00695,2.0,2.0,2.0,0.0,0.0017,0.0372,0.0081,0.0381
0.02,1.9981,1.9642,1.9915,0.00195,0.00026,0.00696,2.0,2.0,2.0,0.0,0.0019,0.0358,0.0085,0.0368
0.02,1.9978,1.9655,1.9913,-0.00018,0.00129,0.00682,2.0,2.0,2.0,0.0,0.0022,0.0345,0.0087,0.0356
0.02,1.9976,1.9667,1.9913,-0.00111,0.00115,0.00691,2.0,2.0,2.0,0.0,0.0024,0.0333,0.0087,0.0345
0.02,1.9974,1.9679,1.9915,-0.00119,0.0001,0.00678,2.0,2.0,2.0,0.0,0.0026,0.0321,0.0085,0.0333
0.02,1.9973,1.969,1.9917,-0.00127,-0.00039,0.00687,2.0,2.0,2.0,0.0,0.0027,0.031,0.0083,0.0322
0.02,1.9971,1.9701,1.9921,-0.00045,-0.00039,0.00699,2.0,2.0,2.0,0.0,0.0029,0.0299,0.0079,0.031
0.02,1.997,1.9712,1.992,0.00039,0.00066,0.00748,2.0,2.0,2.0,0.0,0.003,0.0288,0.008,0.03
0.02,1.9968,1.9723,1.9916,0.00082,-0.0003,0.00716,2.0,2.0,2.0,0.0,0.0032,0.0277,0.0084,0.0291
0.02,1.9967,1.9732,1.9915,0.00165,-0.0006,0.00742,2.0,2.0,2.0,0.0,0.0033,0.0268,0.0085,0.0283
0.02,1.9966,1.9741,1.9918,0.00169,0.00022,0.00711,2.0,2.0,2.0,0.0,0.0034,0.0259,0.0082,0.0274
0.02,1.9964,1.9748,1.992,7e-05,0.0009,0.00712,2.0,2.0,2.0,0.0,0.0036,0.0252,0.008,0.0267
0.02,1.9963,1.9755,1.9921,-0.00183,-0.00011,0.0069,2.0,2.0,2.0,0.0,0.0037,0.0245,0.0079,0.026
0.02,1.9962,1.9762,1.9922,-0.00173,-0.00035,0.00698,2.0,2.0,2.0,0.0,0.0038,0.0238,0.0078,0.0254
0.02,1.9961,1.9768,1.9924,-0.00061,-0.00056,0.00708,2.0,2.0,2.0,0.0,0.0039,0.0232,0.0076,0.0247
0.02,1.996,1.9775,1.9924,-0.00086,-0.00022,0.00722,2.0,2.0,2.0,0.0,0.004,0.0225,0.0076,0.0241
0.02,1.9959,1.9782,1.9925,-7e-05,-0.00034,0.00679,2.0,2.0,2.0,0.0,0.0041,0.0218,0.0075,0.0234
0.02,1.9958,1.9789,1.9928,-0.00047,0.00011,0.00683,2.0,2.0,2.0,0.0,0.0042,0.0211,0.0072,0.0227
0.02,1.9957,1.9796,1.9933,0.00063,0.00013,0.00669,2.0,2.0,2.0,0.0,0.0043,0.0204,0.0067,0.0219
0.02,1.9955,1.9802,1.9937,0.00044,0.00093,0.00677,2.0,2.0,2.0,0.0,0.0045,0.0198,0.0063,0.0213
0.02,1.9954,1.9808,1.9941,-8e-05,-0.0004,0.00652,2.0,2.0,2.0,0.0,0.0046,0.0192,0.0059,0.0206
0.02,1.9953,1.9814,1.9946,-0.00111,-0.00042,0.00656,2.0,2.0,2.0,0.0,0.0047,0.0186,0.0054,0.0199
0.02,1.9952,1.982,1.9949,-0.00038,-0.00069,0.00665,2.0,2.0,2.0,0.0,0.0048,0.018,0.0051,0.0193
0.02,1.9951,1.9826,1.9952,-0.00025,0.00036,0.00641,2.0,2.0,2.0,0.0,0.0049,0.0174,0.0048,0.0187
0.02,1.995,1.9832,1.9956,0.00029,-0.00023,0.00646,2.0,2.0,2.0,0.0,0.005,0.0168,0.0044,0.018
0.02,1.9949,1.9838,1.9955,-0.0005,-3e-05,0.00692,2.0,2.0,2.0,0.0,0.0051,0.0162,0.0045,0.0176
0.02,1.9948,1.9844,1.9953,0.00072,0.00027,0.00659,2.0,2.0,2.0,0.0,0.0052,0.0156,0.0047,0.0171
0.02,1.9947,1.9849,1.9952,-0.00012,0.00039,0.00655,2.0,2.0,2.0,0.0,0.0053,0.0151,0.0048,0.0167
0.02,1.9946,1.9854,1.9954,-0.0,-0.00041,0.00655,2.0,2.0,2.0,0.0,0.0054,0.0146,0.0046,0.0162
0.02,1.9945,1.9859,1.9956,-0.00034,0.00026,0.00646,2.0,2.0,2.0,0.0,0.0055,0.0141,0.0044,0.0157
0.02,1.9945,1.9864,1.996,0.0003,-0.00013,0.00643,2.0,2.0,2.0,0.0,0.0055,0.0136,0.004,0.0152
0.02,1.9944,1.9869,1.9963,-0.00036,0.00019,0.00639,2.0,2.0,2.0,0.0,0.0056,0.0131,0.0037,0.0148
0.02,1.9943,1.9873,1.9967,0.00013,-0.00035,0.00636,2.0,2.0,2.0,0.0,0.0057,0.0127,0.0033,0.0143
0.02,1.9942,1.9877,1.997,-0.00018,0.00033,0.00636,2.0,2.0,2.0,0.0,0.0058,0.0123,0.003,0.0139
0.02,1.9942,1.9882,1.9972,0.00021,-0.00025,0.00639,2.0,2.0,2.0,0.0,0.0058,0.0118,0.0028,0.0135
0.02,1.9941,1.9886,1.9974,-0.00042,0.00014,0.00634,2.0,2.0,2.0,0.0,0.0059,0.0114,0.0026,0.0131
0.02,1.9941,1.989,1.9976,0.00033,-0.00012,0.00633,2.0,2.0,2.0,0.0,0.0059,0.011,0.0024,0.0127
0.02,1.994,1.9894,1.9978,-0.00031,0.00023,0.00633,2.0,2.0,2.0,0.0,0.006,0.0106,0.0022,0.0124
0.02,1.994,1.9898,1.998,-0.0,-0.00048,0.00632,2.0,2.0,2.0,0.0,0.006,0.0102,0.002,0.012
0.02,1.9939,1.9901,1.9977,-0.00055,-8e-05,0.00701,2.0,2.0,2.0,0.0,0.0061,0.0099,0.0023,0.0118
0.02,1.9939,1.9905,1.9969,0.00067,0.00018,0.00673,2.0,2.0,2.0,0.0,0.0061,0.0095,0.0031,0.0117
0.02,1.9938,1.9908,1.9965,-0.00029,0.00022,0.00659,2.0,2.0,2.0,0.0,0.0062,0.0092,0.0035,0.0116
0.02,1.9937,1.9912,1.9964,-4e-05,-0.00048,0.0067,2.0,2.0,2.0,0.0,0.0063,0.0088,0.0036,0.0114
0.02,1.9937,1.9915,1.996,6e-05,0.0006,0.00722,2.0,2.0,2.0,0.0,0.0063,0.0085,0.004,0.0113
0.02,1.9937,1.9918,1.9954,0.00091,0.00042,0.00682,2.0,2.0,2.0,0.0,0.0063,0.0082,0.0046,0.0113
0.02,1.9937,1.9921,1.9951,-0.00079,-0.00033,0.00681,2.0,2.0,2.0,0.0,0.0063,0.0079,0.0049,0.0113
0.02,1.9936,1.9923,1.995,-0.00061,-0.00114,0.00696,2.0,2.0,2.0,0.0,0.0064,0.0077,0.005,0.0111
0.02,1.9936,1.9926,1.995,-4e-05,0.00044,0.00686,2.0,2.0,2.0,0.0,0.0064,0.0074,0.005,0.011
0.02,1.9936,1.9929,1.9949,0.00078,0.00029,0.00695,2.0,2.0,2.0,0.0,0.0064,0.0071,0.0051,0.0109
0.02,1.9935,1.9931,1.9946,-0.00078,-0.00029,0.00724,2.0,2.0,2.0,0.0,0.0065,0.0069,0.0054,0.0109
0.02,1.9935,1.9934,1.9941,0.0003,-0.00022,0.00716,2.0,2.0,2.0,0.0,0.0065,0.0066,0.0059,0.011
0.02,1.9934,1.9936,1.9937,-0.0006,-0.0001,0.00708,2.0,2.0,2.0,0.0,0.0066,0.0064,0.0063,0.0111
0.02,1.9934,1.9939,1.9935,0.00046,-3e-05,0.00709,2.0,2.0,2.0,0.0,0.0066,0.0061,0.0065,0.0111
0.02,1.9933,1.9942,1.9935,-0.00052,1e-05,0.00703,2.0,2.0,2.0,0.0,0.0067,0.0058,0.0065,0.011
0.02,1.9933,1.9944,1.9935,0.00051,3e-05,0.00702,2.0,2.0,2.0,0.0,0.0067,0.0056,0.0065,0.0109
0.02,1.9932,1.9946,1.9936,-0.00051,-0.0,0.00699,2.0,2.0,2.0,0.0,0.0068,0.0054,0.0064,0.0108
0.02,1.9931,1.9949,1.9936,0.00045,-7e-05,0.00697,2.0,2.0,2.0,0.0,0.0069,0.0051,0.0064,0.0107
0.02,1.9931,1.9951,1.9937,-0.00058,-9e-05,0.00695,2.0,2.0,2.0,0.0,0.0069,0.0049,0.0063,0.0105
0.02,1.993,1.9953,1.9938,0.00044,-5e-05,0.00693,2.0,2.0,2.0,0.0,0.007,0.0047,0.0062,0.0104
0.02,1.993,1.9955,1.9939,-0.00054,0.0,0.00691,2.0,2.0,2.0,0.0,0.007,0.0045,0.0061,0.0103
0.02,1.9929,1.9958,1.994,0.00049,3e-05,0.0069,2.0,2.0,2.0,0.0,0.0071,0.0042,0.006,0.0102
0.02,1.9929,1.996,1.9941,-0.00051,2e-05,0.00688,2.0,2.0,2.0,0.0,0.0071,0.004,0.0059,0.0101
0.02,1.9928,1.9962,1.9941,0.00048,-2e-05,0.00687,2.0,2.0,2.0,0.0,0.0072,0.0038,0.0059,0.01
0.02,1.9928,1.9963,1.9942,-0.00054,-4e-05,0.00686,2.0,2.0,2.0,0.0,0.0072,0.0037,0.0058,0.01
0.02,1.9927,1.9965,1.9943,0.00046,-4e-05,0.00685,2.0,2.0,2.0,0.0,0.0073,0.0035,0.0057,0.0099
0.02,1.9927,1.9967,1.9943,-0.00054,-1e-05,0.00684,2.0,2.0,2.0,0.0,0.0073,0.0033,0.0057,0.0099
0.02,1.9926,1.9969,1.9944,0.00048,2e-05,0.00683,2.0,2.0,2.0,0.0,0.0074,0.0031,0.0056,0.0098
